0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
3622,27,2,238,2997,132,49,9508,1654,963,218,6197,123,213,76,145,24,3969,23,1814,1219,3,12,750,510,211,16,44,2,2873,2867,836,188,9509,160,1257,572,1621,2439,26,9510,9511,110,194,6729,1613,394,529,132,194,79,79,14,285,332,188,9512,542,171,228,597,3579,482,65,191,1831,2309,191,71,2,9513,47,71,18,9514,115,466,339,245,132,1470,100,42,121,2047,6730,97,721,9515,24,7,9516,9517,447,87,164,4567,245,20,650
3,12,4,54,863,97,35,108,45,6,70,57,3,34,574,74,49,4,1636,7,61,351,257,159,139,22,565,306,108,5,94,729,78,5,61,53,95,61,537,69,157,78,69,5,391,11,3282,1982,1628,1765,1334,2321,232,67,174,16,8,23,949,2270,1177,9,8,328,53,63,44,35,1475,2727,66,3,104,63,125,12,8,21,17,87,489,1225,7,7,873,4534,239,1225,56,23,51,57,137,101,786,184,21,17,716,2202
254,2180,38,18,202,102,89,137,115,542,6,5,92,261,1053,169,137,1200,9533,556,68,33,928,81,3,2458,1075,1865,33,1717,892,2932,68,126,2,1153,130,347,2768,1046,1841,954,866,935,622,64,866,58,4571,254,1614,2,1372,1174,541,337,2,645,271,102,23,37,1131,854,90,3868,107,114,1637,4002,3626,37,20,1314,9,39,3,20,9,10,115,2,2459,38,18,102,89,2385,408,16,637,112,643,783,88,164,14,2,450,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,97,216,30,507,1828,59,2965,9534,1110,1713,5119,93,186,28,96,12,1131,28,29,139,2769,85,322,113,91,18,2,60,456,33,165,355,216,229
156,483,27,244,62,13,3,9,229,4,83,165,9535,4,570,546,230,9536,944,1431,9537,2438,7,280,5346,9538,3295,692,932,2,580,6738,692,795,9539,284,2279,2,164,547,947,1441,427,484,24,164,7,4572,30,75,33,837,5,154,353,3,246,5,92,662,33,366,5,8,67,427,52,14,137,323,217,113,108,1060,639,19,6739,4026,187,40,4,196,2683,115,52,54,6,15,106,15,862,455,4,2322,6,24,2,115,52,636
995,159,136,73,162,127,113,1633,1800,322,26,380,224,269,67,196,11,69,50,20,69,13,354,4523,333,180,14,180,157,495,44,119,12,30,32,31,4,37,63,34,138,5399,494,640,15,133,33,102,604,164,120,130,36,3,9,277,368,26,262,293,24,152,1515,6695,726,2520,15,417,2065,61,25,3431,109,13,6,49,19,11,138,202,1580,279,41,51,124,24,3,101,138,43,6746,42,67,6747,2934,5400,2091,15,757,799
70,47,117,111,133,50,2727,9,158,917,22,200,1507,470,994,148,47,5,406,20,206,965,18,3,8,12,75,193,15,75,66,3,215,69,187,3005,530,12,501,572,9,75,9583,9584,465,4296,152,1397,2271,9585,47,78,90,161,290,412,6231,148,12,1578,36,298,68,481,2378,2413,9586,119,90,631,9587,9588,12,1559,1703,133,95,5,46,9589,143,3634,146,3634,1247,146,3406,234,3003,677,151,903,47,19,9590,1605,846,143,71,589
6766,3614,6767,971,133,11,376,51,158,9596,13,19,35,38,565,38,679,198,100,42,28,103,4,27,30,31,32,2,983,56,483,49,477,76,633,171,14,171,117,14,8,12,69,18,6608,1322,485,165,2614,4468,547,718,230,135,146,348,65,156,652,694,411,159,2,73,3602,1617,29,440,78,5409,5271,9597,65,78,5,70,9,15,267,14,4031,164,54,3602,223,9598,41,21,17,32,505,228,296,93,10,4,61,8,38,18
0,0,0,0,0,2,41,97,498,120,452,32,8,615,813,575,57,89,69,419,8,3,196,8,116,449,187,57,8,512,127,2,1322,387,81,324,64,213,763,7,280,6768,29,49,91,49,978,222,1765,2578,355,3638,550,88,57,1456,550,476,3298,270,261,64,1116,318,276,476,3,20,1817,33,91,452,407,2770,845,123,221,4579,1063,1310,2,448,135,92,1008,427,5,158,8,19,57,3,140,57,193,813,348,2050,3,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3591,183,126,366,98,1874,7,175,115,20,183,8,342,23,366,7,444
0,0,0,0,0,1022,6,52,2771,356,1351,323,707,240,284,472,4580,674,2,108,267,49,134,74,145,749,121,125,971,1022,30,1419,129,28,226,367,2040,1734,9599,80,55,55,35,9600,9601,706,364,118,13,25,80,25,13,286,166,7,602,6,122,28,67,174,95,10,6769,106,6,51,1079,1022,9,1348,4,63,6,6770,25,701,9,7,28,118,118,18,28,431,906,528,6771,9602,1664,320,24,1094,57,250,151,145,2907,447
563,501,885,695,158,8,29,642,4396,198,361,3919,471,3006,653,41,148,89,359,253,1421,149,47,7,3465,173,502,1634,334,418,1962,1971,123,221,1145,237,126,2710,218,578,857,1962,238,646,261,64,861,3001,7,268,20,114,32,438,2178,2203,318,1468,1607,9,352,9,77,77,104,33,137,244,823,139,538,34,53,63,33,15,8,42,20,3,128,53,6773,1015,90,27,2,698,2266,22,77,312,1984,859,637,607,13,1346,8,67
209,399,393,89,412,1468,956,304,1785,56,861,355,173,1755,84,14,139,140,568,64,221,139,319,81,9608,3544,973,200,56,2156,81,608,187,4,9609,9610,624,3641,1334,20,140,1334,18,2,183,772,418,1407,1275,6777,2860,249,586,725,41,49,1917,222,2,249,1547,7,41,1334,3,51,124,5,10,381,95,627,372,608,2,22,9,259,9611,6,7,201,4032,113,58,215,76,9,32,293,2,267,260,98,1410,55,485,32,169,9
77,11,514,450,61,154,35,24,112,2301,46,1222,706,1010,1151,1530,144,281,28,179,110,871,119,1118,90,1083,50,1552,7,1255,3805,6785,5414,454,896,3009,454,295,41,45,1666,151,3116,2099,131,1340,2054,211,2,4039,40,11,1638,665,41,38,9,179,128,74,67,4586,102,200,46,2,73,7,570,386,120,222,1129,496,947,1127,13,5,262,222,151,90,937,2344,135,407,814,496,320,1127,13,152,407,1118,368,144,50,251,162,50
72,53,58,2008,33,360,763,682,138,380,32,21,17,32,1305,13,13,4,119,21,17,7,9692,1166,1166,6811,9693,5441,1243,21,17,638,357,446,15,80,758,148,21,17,14,152,637,9,3654,20,216,96,24,112,237,1266,47,1178,20,37,5222,16,407,92,592,6812,72,70,152,29,76,710,273,1090,56,2034,780,636,558,5442,712,29,139,833,9694,56,628,58,3,4,40,20,8,884,138,33,15,3208,452,637,112,31,4,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,726,205,6,15
162,290,5,234,465,212,639,394,1240,513,386,119,21,17,145,3620,766,4046,5287,3265,527,97,8,19,63,5284,332,240,252,21,17,2353,157,7,5390,16,39,329,341,5,92,5446,511,948,34,1664,6194,6821,259,9713,195,253,21,17,9714,304,2688,21,17,4585,667,195,6822,12,243,1469,9715,5,3262,139,9716,2468,1875,124,160,1931,3013,9717,5,259,166,105,1135,388,71,259,1423,546,27,9,3311,9718,98,9719,736,105,2618,282,147,9720
14,342,130,865,200,367,3819,2,841,529,3195,361,190,249,2,456,3423,472,9722,1263,18,4601,9723,4593,695,6825,133,2307,3657,2354,636,1404,790,1268,1407,3623,3118,9724,12,631,238,41,30,1373,93,96,879,359,27,109,5,30,15,15,605,644,36,744,190,113,124,322,1724,4,30,15,239,30,1382,263,938,189,153,657,9725,61,1746,96,1895,94,96,591,691,76,1373,2,819,721,2070,613,139,104,160,2924,2,56,248,32,7,142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,139,2,825,97,1264,85,2,167,9726,762,97,498,2088,20,267,33,51,128,62,22
111,163,218,560,79,1061,1078,514,76,361,231,23,1227,90,12,12,90,168,246,29,139,427,29,4604,16,551,9735,1757,1412,5295,110,910,2555,361,1176,990,112,2534,290,3015,4058,1176,956,876,5,9736,80,2304,130,236,29,1044,1150,20,76,12,24,1337,505,67,15,9737,3577,9738,9739,71,65,431,143,85,844,1048,9740,107,108,16,560,1740,4059,9741,191,2,12,24,9742,39,186,245,48,164,130,43,9743,204,2028,910,2555,3483,241,191
15,5,70,451,52,20,141,30,451,178,5,6,451,493,709,4062,74,1392,739,153,120,1096,153,428,74,334,166,3,1084,229,41,153,1280,152,193,206,286,444,422,626,28,150,52,422,383,55,123,7,1263,627,25,2840,444,6837,512,2664,3662,11,845,64,221,422,845,155,627,744,65,9,845,155,657,3,25,1006,644,1103,5301,1130,342,1392,102,833,101,343,11,561,138,29,11,40,6838,41,162,1299,2445,104,1249,48,180,86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3663,1566,26,9782,677,4063,26,141,108,136,14,265,685,638,221,540,9783,221,147,217,685,1253,297,1279,402,16,9784,104,4064,9785,3805,9786,2743,211,10,3451,2147,116,196,86,542,20,10,146,50,43,116,40,127,146,50,1875,662,309,3289,7,350,191,23,62,3,573,262
511,6896,329,9915,3022,3263,2936,9916,131,352,3023,6897,1228,523,414,722,150,4629,87,128,240,1514,11,24,238,496,71,1432,67,174,496,1929,129,1032,174,2088,11,84,50,20,593,421,1546,158,41,546,41,224,546,1198,9917,1149,9918,8,27,19,194,21,17,599,6898,7,9919,108,886,2,97,969,1599,81,2993,5324,3671,991,1215,1202,3,9,1215,28,157,83,2018,404,239,232,158,3875,9920,158,27,593,117,111,6899,6900,172,325,54,85
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1500,132,84,1527,19,39,28,1825,9921,2234,1818,559,2331,86,187,19,19,536,40,1177,395,82,492,33,68,295,7,1928,1928,46,29,139,81,1091,33,750,2,22,9922,126,2033,2,825,168,3025,33,154,598,29,197,941,19,30,1936,217,296
9955,9956,3008,237,886,9957,9958,3016,195,689,2,561,9959,5495,474,156,181,359,632,107,65,271,6,18,158,27,1453,18,26,10,364,844,285,332,579,218,568,619,993,21,17,86,1947,22,2712,1668,9960,88,13,76,143,19,468,1142,45,418,1145,18,622,64,336,16,45,36,480,98,480,71,703,17,168,5,202,232,246,98,415,55,41,615,32,93,145,27,85,170,4633,2,73,33,15,12,3,4,40,1119,96,591,176,117
4634,349,596,566,231,45,176,590,2,469,1482,18,135,4,449,454,113,935,156,2586,260,1997,33,20,402,27,546,150,703,711,5496,404,77,71,546,27,9,386,26,156,164,3591,831,83,212,830,1377,33,2045,30,349,509,211,534,3,567,180,233,7,2739,3485,142,6851,110,2473,2473,751,125,314,817,5,130,54,508,36,3,680,576,137,1797,6,137,3,211,567,321,217,2950,968,1509,75,3500,9962,143,849,573,1539,186,25,55
517,348,355,9969,283,12,1402,270,201,103,710,273,3676,69,245,954,45,483,622,2930,82,45,790,270,86,270,22,140,149,459,268,14,1215,86,182,874,20,71,29,938,6911,123,3,4,48,84,556,394,1558,234,1314,434,3024,35,466,9970,1070,3254,152,28,71,98,143,1320,6912,35,1424,3024,302,961,682,5099,791,980,6913,885,760,270,1002,791,104,72,396,266,41,193,3656,4027,1040,1455,74,517,3102,355,858,677,440,1343,355,517
183,784,146,41,634,6,163,68,94,749,634,16,82,634,94,2466,103,33,4076,91,96,24,40,435,275,161,91,2025,892,14,263,1641,6914,157,130,24,6915,892,20,107,41,228,64,7,5,3,75,74,190,22,75,74,705,6,754,1358,100,560,382,3811,146,3322,5504,190,22,25,5,75,3,20,75,1175,2841,33,292,152,9,140,211,663,557,2063,2474,193,5,487,75,22,1709,94,609,9973,5,224,1177,3323,2439,573,262,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,251,110,1217,293,2,1523,50,1255,202,53,284,2243,78,13,134,152,1455,74,6916,1701,102,56,144,23,56,675,2,2247,181,6917,332,1327,238,4556,1130,6918,76,1633,2158,237,14,19,5343,586,6919,91,76,102,56,144,23,92,127,8,21,17,31,32,184,2,889,710,273,3676,66,3,140,5505
1658,148,1036,152,67,34,6943,5522,539,5514,151,442,113,10045,3325,41,92,115,400,3165,10046,10047,5523,607,6944,6941,1152,5478,10048,322,1603,963,189,1992,187,116,114,1325,2629,528,986,114,25,297,1819,1081,3325,6,625,3681,28,103,625,6954,6923,578,3027,10049,344,2598,29,632,64,221,1535,1658,61,179,3325,61,259,3557,57,2,344,6955,256,44,18,3,9,1871,9,179,295,6949,260,253,443,1464,1618,10050,200,119,38,521,10051,200,728,2072
5524,579,863,10054,10055,1091,33,1517,68,460,306,10056,84,14,324,155,36,146,70,408,118,57,409,70,12,69,188,157,84,14,186,442,1724,442,54,5374,60,42,193,10,131,51,205,778,277,84,3926,460,452,599,94,38,18,426,42,193,8,38,18,383,261,5,4,2,306,778,2130,2,306,16,5,4,18,29,421,2027,8,38,18,25,14,5406,2027,174,107,120,60,1479,573,85,464,778,1622,414,61,2104,2627,3573,402,1816
52,199,937,1383,96,21,17,404,77,27,349,904,230,33,12,34,538,15,652,332,1019,1097,1901,110,687,173,18,72,393,101,729,10059,18,12,97,4644,85,148,25,163,38,18,148,1292,85,68,280,18,258,99,38,18,80,5,20,3,4,70,50,1189,174,18,280,7,10060,38,18,3,4,144,172,354,150,10061,145,916,50,354,417,1387,1285,2941,168,136,2678,85,20,41,10062,762,10063,2466,103,10064,289,5206,671,261,389,10065
67,174,102,1710,2471,10112,5077,580,30,1383,11,42,26,85,87,86,1820,177,2357,663,750,48,25,19,2172,75,90,39,601,756,64,614,42,150,330,37,22,6975,1737,93,1925,49,1095,305,3035,48,1044,7,1086,791,336,6975,42,2091,432,15,393,1148,19,1337,72,199,132,114,4334,590,15,20,1572,72,109,241,28,15,18,620,115,3032,98,4639,11,683,77,2471,6,120,49,254,28,103,85,2848,30,750,9,526,119,11,687,129
2,256,189,150,31,4,2,254,161,157,1600,212,87,1661,60,21,17,11,3334,5532,6978,24,23,1227,212,329,2246,1258,869,15,23,3,4,1869,322,470,739,394,131,4,1920,260,10115,166,417,3158,1365,56,888,40,249,2476,6979,494,32,29,22,9,4,839,1540,2,3419,1190,169,3335,1137,332,12,2586,4,2,913,193,238,267,2,2200,70,419,20,49,162,6,742,168,909,264,19,158,1907,57,430,20,71,26,301,1271,60,529
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,246,152,1404,48,1065,112,34,451,15,223,28,271,70,312,224,2655,5533,495,10,1488,145,3037,141,49,4,31,87,1845,3685,1916,405,110,7,183,271,6322,543,81,123
5,198,60,599,7,6,749,491,1016,134,104,387,81,84,123,226,96,161,4,311,8,5,588,298,2695,8,33,1603,106,4,31,39,29,1058,780,165,175,115,96,115,102,173,3686,1276,18,16,607,4,419,179,89,397,4343,680,14,393,5001,3,1009,1200,5390,3,4,6,1030,6,20,24,3,4,89,6982,540,1200,6983,25,80,65,690,1200,19,224,65,1129,910,1657,235,6984,762,4277,4,22,104,57,491,912,16,224,704,691
5,170,804,804,6989,459,1242,303,9,477,58,169,9,1254,6,114,35,1531,185,3,83,1081,30,191,477,58,129,453,191,23,170,6989,6,259,973,170,1387,612,5536,6990,2212,5,6,477,165,9,185,10,5,593,369,6991,6992,330,5,913,1093,20,43,14,55,181,332,901,314,23,15,122,987,548,138,193,5,150,3147,12,564,207,9,2021,15,35,47,455,733,1070,82,593,5,21,17,5537,951,1982,2524,74,2666,74,720,10128
1169,705,259,699,1507,88,247,72,9,340,283,2254,397,191,425,326,1261,194,128,68,129,88,1169,59,15,1240,1001,127,62,239,521,1615,6240,127,743,42,840,3,147,798,57,50,242,1001,9,31,9,53,30,278,53,53,7,84,46,368,31,360,7,208,160,1931,2350,3,861,5,638,37,7,5,393,7,5,28,16,50,28,40,466,3337,1258,28,319,787,2,65,190,10141,8,23,32,345,55,675,4652,49,165,625,10142,215
2549,410,125,4092,42,39,946,410,210,386,23,285,192,161,211,158,1262,324,380,672,25,729,524,1731,519,6,2862,336,10,109,452,637,108,19,150,10,23,1084,911,88,412,1130,74,1268,14,110,7,2585,2631,1960,41,3021,756,64,336,3227,1233,273,7,10158,4509,193,1244,42,160,55,452,199,911,555,2109,78,2479,1123,5546,27,77,28,151,133,50,4,187,199,77,911,33,35,128,68,68,19,133,412,1252,412,319,70,88,267
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,502,411,16,426,40,10,331,46,2,22,68,130,216,3,46,3,4,4,2,629,38,18,3,4,28,159,12,9,140,3,759,4,67,174,467,256,44,9,3,381,2,10159,33,43,229,3,4,6,236,3,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,527,3691,40,54,60,23,82,15,23,2,240,162,31,28,77,251,14,465,31,4,63,274,3,9,117,191,3,9,1051,16,50,44,94,3,4,231,70,546,3,4,3,70,48,2,73,1804,93,57,35,31,52,35,23,1804,16,53,199,616,5,22
340,101,25,437,832,503,393,58,505,120,128,156,139,20,1943,344,149,943,2,168,114,214,4098,1422,60,53,27,10338,1478,155,288,755,24,789,2,671,4094,4660,361,241,406,2,41,228,2,1430,45,2,117,77,69,33,3193,229,22,676,145,817,766,762,287,1239,119,111,147,3012,8,2680,1907,1326,2902,168,261,324,411,482,158,62,22,1990,3693,155,85,24,155,377,610,155,1266,305,176,124,625,35,155,438,191,23,199,82
915,1640,384,1269,188,1224,81,256,7,466,10340,186,10,109,619,846,3338,28,14,7,498,31,407,54,126,53,891,30,38,34,365,812,84,7014,1897,40,4099,2,1224,83,105,4,341,691,44,111,371,5553,27,335,2,469,2778,2283,1493,5554,617,69,10341,27,3041,232,166,111,3,83,500,7,6844,10,764,161,234,181,6,15,75,349,7015,5,21,17,1582,1973,234,137,3694,3,95,906,528,3821,1571,6,54,311,21,17,3339,7016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,325,206,240,3,4,8,87,76,26,351,135,52,18,52,235,123,14,6,498,318,790,5555,714,6741,72,10,152,171,441,229,430,1274,449,27,77,18,78,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10342,225,2466,118,143,18,8,800,10343,27,9,179,2,767,3,36,23,3,36,737,104,1772,229,803,8,7,456,4340,501,152,101,41,5556,102,16
70,7017,126,125,8,210,99,28,464,383,261,411,34,372,608,877,26,262,1235,2,10347,9,295,50,1143,9,357,68,9,91,9,24,167,9,195,222,1702,496,255,57,372,608,61,95,19,505,228,914,3341,2,41,4661,10348,1309,1162,951,1112,430,1942,5132,914,678,732,2196,128,228,794,6782,972,3566,488,585,10349,478,391,3956,805,1593,5558,5559,10350,172,1231,7018,6692,434,7019,7020,1309,1162,951,1112,7019,7020,2,73,1119,84,1312,172
10355,10,396,61,7023,2,183,793,10356,681,125,10357,52,53,7,397,37,3,308,192,82,147,24,373,2210,10358,210,34,25,1098,1898,152,293,1009,145,31,282,4,537,1264,2346,41,546,71,107,181,2633,208,47,2,167,2,38,53,1276,37,286,16,20,1131,178,1053,10,166,1018,2701,491,7024,53,1276,10359,1053,188,81,1632,337,710,273,685,1454,56,729,10360,7024,1083,2145,5,1998,91,711,226,93,112,15,29,139,2448,127,256,44
138,105,61,3284,869,68,930,72,40,7,869,68,291,175,1204,227,9,31,408,802,277,368,31,1056,27,982,851,15,19,159,696,105,962,85,27,263,1174,2243,3,8,21,17,138,25,128,666,12,527,101,2593,1816,61,642,401,23,293,54,27,271,581,75,10,2,1635,312,120,2066,346,62,101,48,575,148,143,1678,5,92,1279,127,5578,59,151,1523,40,13,3,12,258,99,2210,3179,363,5579,187,69,11,201,21,17,7048
26,3105,26,349,67,195,263,736,84,173,1639,7,1152,3274,5582,8,4110,339,3571,36,7,386,399,2095,152,83,117,126,3,10,11,3700,3636,10,152,343,48,10421,2043,1305,522,18,75,254,8,23,10422,2002,2,97,530,195,10423,3345,339,3918,653,991,624,1156,263,80,5583,403,75,452,5335,265,3271,809,493,4,127,687,140,132,131,43,277,10424,524,1632,1445,1349,263,1445,27,27,2021,1632,397,1349,397,1171,783,11,433,192,70,7
600,4118,797,3410,4690,549,1867,658,3139,409,1469,7075,3570,644,128,59,10462,1152,31,486,377,3053,3678,5593,2185,551,3054,333,7079,2161,346,25,65,116,30,391,6,2286,391,2920,3708,7080,675,409,345,5601,1736,3049,354,101,3,10,6,2540,304,10463,78,474,79,702,1993,3496,3329,304,2203,380,3709,90,380,2171,3906,7060,4393,568,7081,2171,1412,1325,377,191,1785,10464,1271,7082,3671,1124,927,77,7083,3235,10465,1736,10466,7084,822,10467,10468,46,2131,2003
241,61,15,16,662,344,797,4698,684,102,12,128,33,46,5,94,10477,7093,49,308,242,935,104,80,353,287,87,116,1582,238,255,1569,2,65,11,875,21,17,109,5608,236,53,84,2960,940,3,56,30,6301,605,21,17,40,53,6558,11,4125,24,315,2,215,3711,5,100,153,2,215,50,1237,100,153,51,295,602,364,5609,602,100,153,21,17,16,50,100,153,6,207,1084,222,173,6,20,731,335,3255,556,6,40,485,26
1093,18,71,3441,41,198,1555,5,92,15,30,273,1956,455,1174,4377,805,189,94,509,1746,10,5,237,54,706,12,15,8,19,134,1298,2668,218,3356,1817,116,8,800,301,10485,4700,9,716,48,184,37,225,146,285,10,128,652,134,1037,74,943,5,92,752,80,50,16,12,426,749,60,40,34,224,3025,1248,113,7,362,9,30,1133,8,924,5,1190,3,9,83,83,1133,4701,13,56,3309,371,26,4,371,1944,2976,10486,3,6282
62,1642,159,136,2,32,48,11,1380,135,10489,9,259,1213,12,472,3494,7,738,2,1195,688,191,3699,138,7097,267,519,145,1857,107,36,191,24,313,136,52,1507,138,5,12,15,20,68,178,103,41,15,82,93,353,260,1150,411,103,156,646,883,287,1268,4,56,182,30,26,426,56,182,10,45,88,6,2329,3565,840,1691,8,2,3245,226,2,7098,1119,367,135,742,54,91,1119,679,2913,819,111,1479,257,2,41,1183,1041,1275
2599,53,365,10546,2638,342,1288,633,23,291,11,280,2048,1557,9,1582,356,755,7,362,4493,735,222,797,755,1518,1462,32,3,43,633,23,12,3,10,752,38,18,2101,66,3,25,444,734,23,13,95,38,18,417,611,3991,66,32,31,373,170,30,15,948,11,1204,105,9,15,66,3,604,3,2418,962,2,66,3,604,2,73,11,113,146,1140,5637,70,15,46,343,496,3467,980,16,14,171,262,7,187,726,58,157,796,112
328,10,11,7155,2375,590,192,30,7,80,615,28,16,1987,4108,496,630,10578,10579,20,107,34,130,114,1136,206,20,1624,1364,1289,774,113,23,588,1146,495,302,489,1066,1590,10,102,1484,42,496,630,119,580,496,630,37,7156,5,1545,263,561,496,40,44,189,136,91,2178,3971,722,11,263,561,496,67,25,263,10580,588,2872,222,118,496,23,3103,1364,496,90,1038,2291,120,7157,1590,663,1066,40,5367,13,5,1497,85,85,419,128,223
56,19,95,444,10,16,637,180,70,135,652,385,43,14,1986,75,78,1363,1041,217,49,188,330,414,2196,582,582,194,3633,680,953,23,3323,3718,103,330,88,1978,217,163,368,430,49,147,188,6759,425,88,276,10581,531,8,8,73,52,6,308,338,582,7158,285,127,19,819,408,586,10,30,25,137,2903,10582,111,80,681,52,6,35,16,483,108,91,35,53,3127,565,22,35,357,239,28,2558,276,46,71,177,1138,153,56,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6624,1243,62,22,7,2472,1953,3168,2472,637,435,94,168,215,4,1165,50,4727,3719,121,2480,101,10,91,96,62,239,438,147,762,35,57,565,49,134,2974
284,248,6,557,4570,150,626,5291,836,1877,11,349,472,332,5606,1393,4140,572,128,72,9,4140,229,174,203,132,51,10,16,1003,3036,1856,5655,349,7,635,122,1017,95,725,1742,496,350,635,10592,10593,143,15,10594,4590,3720,635,2641,276,105,1033,259,19,4590,2127,2659,47,151,10595,240,181,848,181,143,2659,151,97,25,667,10596,484,1459,635,93,40,45,5656,29,181,848,199,5444,613,1877,1675,10597,180,120,2348,25,105,5048,161,1877,1020
44,1940,186,1578,124,270,517,244,5659,5659,3,176,57,67,10,2,183,413,14,688,56,471,21,17,86,49,996,1705,65,270,434,842,233,65,270,186,265,117,256,324,3010,330,186,397,214,7,427,203,194,12,2772,5358,217,2,22,34,1604,1316,96,221,2317,156,27,46,195,418,469,28,1131,7172,2579,5662,7173,7174,4475,89,373,1090,5,9,2770,168,1507,1099,56,491,852,2,273,414,736,383,10606,455,6,491,85,6,164,207
773,3251,146,164,2652,16,55,76,1627,90,45,113,687,1316,585,81,2,41,1209,20,206,871,257,2,22,140,10621,146,264,1559,4,104,191,1297,3806,2497,214,1615,132,323,1297,4,69,124,253,39,69,10,144,7184,23,24,124,5461,29,183,57,26,24,590,4,9,24,124,236,236,46,16,1515,214,34,651,1016,24,124,590,5529,3812,3,10,1173,2794,192,2,9,32,57,11,225,330,31,1115,111,240,2,251,11,41,367,10622
221,52,1512,1101,28,1563,91,16,407,28,10630,830,216,46,10631,4144,1223,26,25,65,28,38,14,123,28,259,10632,2452,2776,54,46,5667,2532,626,242,4145,18,234,216,4144,1223,28,10633,10634,3298,26,28,2016,91,5,3,9,259,4572,136,883,4572,1393,978,4737,24,2920,708,79,112,28,46,7186,549,3140,61,10635,6,63,129,9,140,282,130,442,4144,1223,124,1813,2541,11,914,2719,708,136,35,26,16,407,141,25,120,86,1002,238
178,13,6,19,875,2707,241,361,395,66,184,26,83,4,11,41,396,51,369,718,51,3317,11,41,396,5,70,216,522,521,15,241,7187,1069,96,395,350,66,54,549,724,60,23,117,78,149,24,7079,12,63,35,940,61,530,95,92,4146,10636,7188,892,36,28,543,1542,278,1377,4146,10637,10638,158,7152,10639,715,660,74,320,508,60,456,715,185,3963,51,185,127,4,311,8,438,436,8,71,452,637,125,127,66,54,7189,549
